Geneid,N2,N2,R1,R2
LOC100286922,0,0,0,0
UGT1A1,19,6,1102,1097
MROH2A,21,14,315,269
HJURP,61,35,234,211
MSL3P1,95,21,57,53
TRPM8,4,0,1,0
SPP2,0,0,0,0
ARL4C,779,793,38,36
SH3BP4,421,353,207,174
AGAP1,257,372,618,560
GBX2,0,0,0,0
ASB18,0,0,0,0
IQCA1,82,15,320,296
ACKR3,303,1873,80,72
LOC105373991,8,20,0,0
LOC93463,0,0,0,3
COPS8,485,515,200,178
COL6A3,11797,13738,3090,2876
LOC105373957,2,3,0,0
MLPH,354,295,1594,1552
MIR6811,0,0,2,0
PRLH,0,0,0,0
RAB17,116,12,46,34
LRRFIP1,2095,1672,5522,5672
RBM44,13,15,62,54
RAMP1,54,176,3,4
UBE2F,171,148,84,84
UBE2F-SCLY,0,0,0,0
SCLY,0,0,0,0
ESPNL,8,10,2,0
KLHL30,9,38,12,4
ERFE,14,2,9,0
ILKAP,164,165,306,290
LINC02610,8,5,0,0
TARDBPP3,0,0,0,0
HES6,4,6,2,6
PER2,201,395,592,627
TRAF3IP1,215,173,349,355
ASB1,296,200,53,76
LINC01107,0,0,0,0
LOC100287387,6,15,0,0
TWIST2,16,63,0,0
LINC01940,0,0,0,0
HDAC4,196,388,254,261
MIR4440,1,0,0,0
MIR4441,0,0,0,0
MGC16025,0,1,0,0
MIR4269,0,4,0,0
MIR2467,0,0,0,0
LOC401040,0,0,0,0
LOC150935,0,0,0,0
NA,0,5,0,0
MIR4786,0,1,0,0
NDUFA10,688,523,1122,1215
OR6B2,0,0,2,0
PRR21,0,0,0,1
OR6B3,3,0,0,2
COPS9,73,76,27,37
OTOS,0,0,0,0
GPC1,246,319,211,235
LOC100130449,29,14,45,67
MIR149,0,0,1,0
ANKMY1,79,77,255,252
DUSP28,11,9,0,3
RNPEPL1,503,479,280,273
CAPN10-DT,26,9,0,0
CAPN10,111,107,75,86
GPR35,21,19,19,14
AQP12B,0,0,0,0
AQP12A,0,0,0,0
KIF1A,7,15,2,1
AGXT,0,0,0,0
MAB21L4,21,4,0,0
CROCC2,4,6,0,0
UICLM,0,2,0,0
SNED1,123,268,30,40
MTERF4,316,228,288,261
PASK,170,62,676,586
PPP1R7,502,496,295,256
ANO7,12,4,20,20
HDLBP,5077,4679,3814,3832
LOC101927509,10,3,1,5
SEPTIN2,5562,4651,2143,2124
FARP2,253,159,752,697
MIR3133,0,0,0,0
STK25,605,672,261,212
BOK-AS1,0,0,0,0
BOK,156,383,8,18
THAP4,289,333,140,181
ATG4B,280,347,353,339
DTYMK,95,87,67,56
ING5,199,124,112,108
D2HGDH,138,164,219,184
GAL3ST2,0,0,0,0
NEU4,0,0,0,0
PDCD1,2,6,0,0
RTP5,0,2,0,0
LINC01237,5,0,0,0
FAM240C,0,0,0,0
LINC01238,0,0,0,0
LINC01881,25,23,86,76
DEFB125,0,0,0,0
DEFB126,0,0,5,5
DEFB127,0,0,0,0
DEFB128,0,0,0,0
DEFB129,0,0,0,0
DEFB132,0,0,0,0
C20orf96,95,77,146,161
ZCCHC3,240,124,22,5
NRSN2-AS1,55,30,2,0
SOX12,95,102,28,28
NRSN2,179,222,18,8
TRIB3,61,60,8,10
RBCK1,445,322,284,240
TBC1D20,739,665,142,138
CSNK2A1,1314,775,1885,1812
TCF15,2,0,4,3
SRXN1,328,284,57,65
SCRT2,0,0,0,0
SLC52A3,89,66,176,220
FAM110A,71,27,19,32
ANGPT4,4,6,0,0
RSPO4,0,5,6,8
LOC105372493,0,2,0,0
PSMF1,760,679,412,353
TMEM74B,29,11,15,19
C20orf202,2,2,2,0
RAD21L1,0,0,6,13
SNPH,66,96,19,20
FKBP1A-SDCBP2,0,0,0,0
SDCBP2,0,1,0,0
SDCBP2-AS1,15,20,2,3
FKBP1A,2040,1393,553,513
MIR6869,0,0,0,0
NSFL1C,514,477,438,410
SIRPB2,85,77,12,4
SIRPD,1,5,2,3
SIRPB1,78,91,16,17
SIRPG,60,26,10,13
SIRPG-AS1,0,2,0,0
LOC100289473,0,0,0,0
SIRPA,797,804,105,141
PDYN-AS1,0,0,0,0
PDYN,0,0,0,0
STK35,464,310,226,222
LOC388780,0,0,0,0
TGM3,10,3,2,0
TGM6,0,0,0,4
SNRPB,679,437,191,190
SNORD119,0,0,0,0
ZNF343,95,115,145,158
TMC2,2,9,2,0
NOP56,681,515,912,837
MIR1292,0,0,0,0
SNORD110,4,0,16,10
SNORA51,1,0,65,51
SNORD86,0,0,0,0
SNORD56,1,2,16,20
SNORD57,5,2,6,12
IDH3B,494,384,751,771
EBF4,86,114,90,77
CPXM1,451,1783,20,29
C20orf141,0,0,0,0
TMEM239,0,0,0,0
PCED1A,335,222,468,412
VPS16,241,229,181,190
PTPRA,969,951,1789,1645
GNRH2,1,0,2,3
MRPS26,132,64,47,32
LOC101929098,1,0,0,0
OXT,0,0,2,2
AVP,0,0,0,0
UBOX5-AS1,2,0,1,0
UBOX5,71,103,129,123
FASTKD5,237,175,223,221
LZTS3,102,76,8,12
DDRGK1,200,147,175,202
ITPA,171,143,472,433
SLC4A11,140,78,629,588
DNAAF9,581,509,1036,1054
ATRN,1341,594,1011,1000
GFRA4,0,0,0,0
ADAM33,262,1369,10,10
SIGLEC1,243,423,40,36
HSPA12B,49,137,2,8
C20orf27,91,130,16,13
SPEF1,0,0,0,0
CENPB,395,358,83,90
CDC25B,404,503,101,133
LINC01730,1,2,0,0
AP5S1,81,57,16,14
MAVS,1210,568,603,539
PANK2,288,187,901,939
MIR103A2,0,0,0,0
MIR103B2,0,0,0,0
RNF24,263,164,32,26
SMOX,96,106,13,21
LINC01433,0,0,0,0
ADRA1D,4,9,2,0
PRNP,1445,2357,792,727
PRND,33,15,0,0
PRNT,0,0,0,0
RASSF2,1220,1040,64,52
SLC23A2,2907,691,956,886
TMEM230,1459,1026,252,230
PCNA,532,330,247,235
PCNA-AS1,0,0,0,0
CDS2,795,597,524,483
PROKR2,0,0,3,0
NA,0,0,0,0
LINC00658,0,0,0,0
LOC643406,1,2,0,0
LINC00654,36,26,20,10
LINC01729,0,0,0,0
GPCPD1,512,781,543,550
SHLD1,39,25,8,8
CHGB,1,11,6,4
TRMT6,198,119,345,355
MCM8,110,55,224,234
MCM8-AS1,1,0,0,0
CRLS1,312,183,264,294
LRRN4,2,0,3,0
FERMT1,539,91,1304,1449
CASC20,0,0,0,0
BMP2,311,213,62,53
LINC01428,0,0,0,0
LINC01706,0,0,0,0
MIR8062,0,0,0,0
HAO1,0,0,0,0
TMX4,957,777,188,204
PLCB1,304,335,1211,1278
RNU105B,0,0,0,0
PLCB4,151,429,323,264
LAMP5-AS1,0,0,0,0
LAMP5,21,7,0,0
PAK5,2,0,0,0
PARAL1,0,0,0,0
SNAP25-AS1,2,2,0,0
ANKEF1,108,32,147,133
SNAP25,33,40,5,3
MKKS,357,233,329,289
SLX4IP,80,32,131,117
JAG1,1116,1230,2969,2835
MIR6870,1,0,5,0
LINC01752,0,1,0,0
LOC101929413,0,0,0,0
LOC339593,0,0,0,0
LINC00687,0,0,0,0
BTBD3,580,552,325,341
LINC01722,0,0,0,0
LOC102606466,0,0,0,0
LINC01723,0,0,0,0
SPTLC3,138,98,106,118
ISM1,13,35,89,92
ISM1-AS1,0,0,0,0
TASP1,107,63,416,360
ESF1,324,192,664,640
NDUFAF5,62,90,790,856
SEL1L2,0,0,0,0
MACROD2,346,28,217,241
FLRT3,1014,108,296,337
MACROD2-IT1,0,0,0,0
MACROD2-AS1,0,0,0,0
LOC613266,66,4,14,15
KIF16B,452,208,723,704
SNRPB2,398,281,311,281
OTOR,2,0,1,0
PCSK2,16,8,0,0
BFSP1,10,20,18,6
DSTN,3561,9218,975,996
RRBP1,1294,1173,711,672
BANF2,0,0,0,0
SNX5,1077,773,979,943
SNORD17,1,2,2471,2502
MGME1,260,156,240,246
OVOL2,35,22,31,34
PET117,5,3,1,4
KAT14,131,151,255,227
ZNF133,149,106,121,134
LINC00851,0,0,0,0
DZANK1,47,21,113,100
POLR3F,120,92,114,99
MIR3192,0,0,0,0
RBBP9,373,217,17,23
SEC23B,654,422,1184,1277
SMIM26,180,98,276,273
DTD1,186,121,188,187
DTD1-AS1,0,0,0,2
LINC00652,0,0,0,0
LINC00653,18,11,0,0
SCP2D1-AS1,0,0,0,0
SCP2D1,0,0,2,0
SLC24A3,178,335,40,25
SLC24A3-AS1,0,0,0,0
RIN2,704,439,726,726
NAA20,376,223,442,427
CRNKL1,425,268,467,415
CFAP61,1,2,1,0
INSM1,9,6,0,0
RALGAPA2,1542,646,5168,5058
KIZ,230,255,486,427
KIZ-AS1,1,1,0,0
XRN2,1461,875,2646,2634
NKX2-4,0,0,0,0
NKX2-2,0,0,2,0
LINC01727,0,0,0,0
LINC01726,0,1,0,0
PAX1,0,0,0,0
LINC01432,0,0,0,0
LINC01427,0,0,0,0
LOC284788,0,0,0,0
LINC00261,4,0,0,0
FOXA2,0,0,0,0
LNCNEF,0,0,0,0
SSTR4,0,0,0,0
THBD,295,531,142,161
CD93,1775,1693,78,87
LINC00656,0,2,0,0
NXT1,73,35,52,44
LINC01431,0,2,0,0
GZF1,208,239,75,75
NAPB,160,125,117,99
CSTL1,0,0,2,0
CST11,0,0,0,0
CST8,0,0,0,0
CST13P,0,0,0,0
CST9L,0,0,0,0
CST9,0,0,0,0
CST3,1088,1641,621,673
CST4,2,0,2,0
CST1,1,1,2,6
CST2,1,0,2,0
CST5,0,3,0,0
GGTLC1,0,0,0,0
LINC01721,0,0,0,0
LOC105372585,0,1,0,0
SYNDIG1,12,76,0,0
CST7,103,77,20,8
APMAP,1170,619,326,313
ACSS1,522,404,134,151
VSX1,2,5,2,4
LOC284798,0,0,0,0
LOC101926889,0,1,0,0
ENTPD6,402,333,246,212
PYGB,761,3094,380,355
ABHD12,442,324,1413,1344
GINS1,86,33,40,42
NINL,84,70,84,110
NANP,111,57,22,30
ZNF337-AS1,5,7,0,2
ZNF337,187,160,444,456
FAM182B,0,0,0,2
LOC101926935,2,5,0,0
LINC01733,0,0,0,0
LOC100134868,5,2,0,0
FAM182A,0,2,0,0
NCOR1P1,0,0,0,0
MIR663AHG,0,0,0,0
MIR663A,0,0,0,1
FRG1CP,166,118,433,390
FRG1DP,0,0,4,13
FRG2EP,0,0,0,0
FRG1EP,53,15,18,10
FRG1BP,129,109,440,503
MLLT10P1,1,1,2,0
DEFB115,0,0,0,0
DEFB116,0,0,0,0
DEFB118,0,0,0,0
DEFB119,0,0,0,0
DEFB121,0,0,0,0
DEFB122,0,0,0,0
DEFB123,0,0,0,0
DEFB124,1,1,0,0
REM1,17,41,4,6
LINC00028,2,2,0,0
HM13,795,686,762,781
MCTS2P,23,9,31,56
HM13-AS1,2,5,1,0
ID1,624,252,365,398
MIR3193,0,0,2,0
COX4I2,11,28,22,18
BCL2L1,826,664,204,162
TPX2,186,88,297,323
MYLK2,2,2,0,13
FOXS1,13,26,6,4
DUSP15,2,6,2,4
TTLL9,4,3,5,9
PDRG1,130,87,50,42
XKR7,0,0,0,0
CCM2L,31,58,1,6
HCK,432,378,29,41
TM9SF4,872,788,557,559
TSPY26P,23,5,22,24
PLAGL2,303,167,88,96
POFUT1,666,537,111,110
MIR1825,0,0,0,0
KIF3B,812,511,363,339
ASXL1,798,672,4003,3719
NOL4L,385,315,175,194
LOC101929698,4,0,6,4
NOL4L-DT,0,0,0,0
C20orf203,1,3,2,2
COMMD7,372,297,150,169
DNMT3B,56,23,248,246
MAPRE1,1449,1387,537,508
EFCAB8,10,3,16,10
SUN5,0,0,0,0
BPIFB2,0,0,0,0
BPIFB6,0,0,0,0
BPIFB3,0,0,0,0
BPIFB4,0,6,0,0
LOC105372714,0,0,0,0
BPIFA2,0,0,2,0
BPIFA4P,0,0,0,0
BPIFA3,0,0,0,0
BPIFA1,29,2,0,0
BPIFB1,209,164,67,73
CDK5RAP1,167,180,205,166
SNTA1,93,294,55,65
CBFA2T2,383,223,295,263
NECAB3,86,144,65,57
C20orf144,0,1,2,6
ACTL10,4,1,3,4
E2F1,30,36,4,17
PXMP4,233,120,33,13
ZNF341,45,34,53,34
ZNF341-AS1,1,0,0,0
CHMP4B,1143,975,2049,1840
RALY-AS1,12,9,0,0
RALY,707,687,213,203
MIR4755,0,0,0,0
EIF2S2,1143,738,1253,1157
ASIP,0,1,0,4
AHCY,887,683,295,294
ITCH,1175,707,4257,4058
MIR644A,0,0,103,71
DYNLRB1,575,477,302,300
MAP1LC3A,19,93,30,12
PIGU,170,128,221,228
TP53INP2,306,879,37,49
NCOA6,626,616,1838,1789
HMGB3P1,0,0,0,0
GGT7,164,139,131,135
ACSS2,207,250,238,236
GSS,369,293,605,561
MYH7B,5,15,89,75
MIR499A,0,0,0,0
MIR499B,0,0,0,0
TRPC4AP,983,815,1154,1059
EDEM2,291,268,182,192
PROCR,134,205,62,72
MMP24,10,29,73,61
MMP24OS,6,9,0,0
EIF6,721,491,322,352
FAM83C-AS1,0,1,0,0
FAM83C,17,8,31,11
UQCC1,282,214,313,333
GDF5,0,6,0,0
MIR1289-1,0,0,0,0
CEP250,314,228,425,441
C20orf173,0,0,0,0
ERGIC3,1529,1106,1302,1270
FER1L4,1167,375,2422,2274
SPAG4,123,64,117,101
CPNE1,914,509,922,914
RBM12,853,502,1134,1193
NFS1,175,128,167,153
ROMO1,69,39,102,102
RBM39,2623,2156,5057,4924
PHF20,620,496,429,446
SCAND1,48,40,7,21
CNBD2,0,0,2,8
NORAD,6086,2979,113,130
EPB41L1,888,560,3651,3542
AAR2,339,382,152,139
DLGAP4,510,749,302,274
DLGAP4-AS1,1,4,0,0
MYL9,2019,18722,81,86
TGIF2,274,199,26,22
TGIF2-RAB5IF,0,0,0,0
RAB5IF,9,2,11,11
SLA2,73,32,38,31
NDRG3,428,386,201,198
DSN1,136,106,114,127
SOGA1,209,330,147,121
TLDC2,410,409,3,2
SAMHD1,1546,1211,1409,1427
RBL1,164,112,236,222
MROH8,6,19,29,11
RPN2,2753,2161,4513,4322
GHRH,0,0,1,2
MANBAL,343,407,57,64
SRC,1174,577,300,262
BLCAP,1133,435,269,258
NNAT,17,32,41,53
LINC00489,0,0,0,0
LOC100287792,0,0,0,0
CTNNBL1,325,247,251,296
VSTM2L,3,2,0,0
TTI1,256,257,616,656
RPRD1B,452,325,158,141
TGM2,4069,4365,275,327
KIAA1755,54,121,2,4
LOC149684,2,1,0,0
BPI,0,2,2,0
LBP,21,4,0,0
SNHG17,40,29,0,0
SNORA71B,0,1,126,85
SNORA71A,0,1,35,44
SNORA71C,0,1,16,15
SNORA71D,0,0,141,171
SNHG11,41,29,0,0
SNORA71E,1,2,6,9
SNORA60,0,0,64,65
RALGAPB,1392,669,2535,2450
MIR548O2,0,0,0,0
ADIG,0,2,0,0
ARHGAP40,25,7,60,57
SLC32A1,0,0,0,0
ACTR5,146,90,73,81
PPP1R16B,654,274,35,32
FAM83D,256,380,115,136
DHX35,135,168,246,202
LINC01734,0,0,0,0
LINC01370,0,0,0,0
MAFB,333,317,16,15
TOP1,1261,727,1370,1353
PLCG1-AS1,1,4,7,6
PLCG1,829,893,845,823
MIR6871,0,1,0,0
ZHX3,404,415,175,157
LPIN3,243,143,310,207
EMILIN3,4,7,4,2
CHD6,959,410,2920,2642
PTPRT,0,0,0,4
LOC101927159,0,0,0,0
SRSF6,2102,1558,1529,1544
L3MBTL1,38,35,199,193
SGK2,8,10,10,11
IFT52,253,227,254,305
MYBL2,153,110,99,106
GTSF1L,0,0,0,0
TOX2,44,86,10,17
JPH2,79,691,4,2
OSER1,348,295,188,179
OSER1-DT,74,73,0,0
GDAP1L1,0,1,11,18
FITM2,17,19,24,27
R3HDML,0,0,0,0
HNF4A,0,2,6,2
HNF4A-AS1,0,0,0,0
MIR3646,0,0,0,0
LINC01430,0,0,0,0
LINC01620,0,0,0,0
TTPAL,336,188,73,88
SERINC3,1782,1393,1256,1208
PKIG,404,1083,63,49
ADA,108,130,200,178
LINC01260,0,2,0,0
CCN5,69,146,0,0
KCNK15,4,2,0,0
RIMS4,5,10,0,0
YWHAB,4592,2711,737,724
PABPC1L,149,65,380,363
TOMM34,325,209,84,98
STK4-AS1,4,0,0,0
STK4,1133,529,645,646
KCNS1,0,0,2,2
WFDC5,1,3,0,2
WFDC12,0,0,0,0
PI3,31,52,4,0
SEMG1,0,0,4,4
SEMG2,0,0,0,0
SLPI,356,252,83,59
MATN4,0,0,0,0
RBPJL,0,0,4,0
SDC4,1369,903,442,407
SYS1,281,249,20,29
SYS1-DBNDD2,0,0,0,0
TP53TG5,5,5,21,11
DBNDD2,2,7,8,4
PIGT,879,1184,809,750
MIR6812,0,0,0,0
WFDC2,538,212,95,81
SPINT3,0,0,0,0
WFDC6,0,0,0,0
EPPIN-WFDC6,0,0,0,0
EPPIN,0,0,0,0
WFDC8,0,0,0,0
WFDC9,0,0,0,0
WFDC10A,0,0,0,0
WFDC11,0,0,0,0
WFDC10B,0,0,14,8
WFDC13,5,0,2,2
MIR3617,0,0,0,0
SPINT4,0,0,23,10
WFDC3,5,0,6,1
DNTTIP1,162,166,108,106
UBE2C,67,32,108,117
TNNC2,0,6,2,0
SNX21,150,245,74,60
ACOT8,76,88,21,40
ZSWIM3,54,48,12,27
ZSWIM1,116,84,105,130
SPATA25,6,6,2,10
NEURL2,2,8,12,13
CTSA,1109,1246,1810,1872
PLTP,2247,1587,551,539
PCIF1,398,370,229,219
ZNF335,221,249,324,349
MMP9,685,32,37,42
SLC12A5,0,3,2,8
NCOA5,505,360,292,279
CD40,342,228,521,513
CDH22,0,0,0,0
SLC35C2,427,432,245,235
ELMO2,441,481,344,341
ZNF663P,4,0,0,0
MKRN7P,3,0,4,6
ZNF334,118,38,530,531
OCSTAMP,0,0,0,0
SLC13A3,41,28,11,12
TP53RK,244,119,82,66
SLC2A10,419,315,448,401
EYA2,174,53,126,154
MIR3616,0,0,0,0
ZMYND8,769,426,1764,1760
LOC100131496,0,0,16,7
NCOA3,1489,815,2804,2765
SULF2,1252,1195,254,304
LINC01522,0,0,0,0
LINC01523,0,0,0,0
LINC00494,24,6,0,0
PREX1,984,746,272,252
ARFGEF2,1306,684,6614,6284
CSE1L-AS1,1,0,0,0
CSE1L,1014,597,1377,1332
STAU1,1428,1116,1206,1259
DDX27,484,437,387,394
ZNFX1,950,586,1407,1302
ZFAS1,434,215,10,3
SNORD12C,0,2,17,23
SNORD12B,3,0,41,26
SNORD12,2,3,65,36
KCNB1,9,106,0,0
PTGIS,716,3209,12,16
NA,0,0,0,0
B4GALT5,1266,816,369,408
SLC9A8,337,231,489,436
SPATA2,117,103,61,48
RNF114,691,497,199,198
SNAI1,36,161,0,6
TRERNA1,0,0,0,0
UBE2V1,4,10,4,6
PEDS1-UBE2V1,0,0,0,0
PEDS1,205,238,22,23
LINC01273,2,7,0,0
CEBPB-AS1,6,14,0,0
CEBPB,255,369,4,11
PELATON,61,21,0,0
LINC01270,4,4,0,0
LINC01271,0,3,0,0
PTPN1,863,708,428,406
MIR645,0,2,0,7
RIPOR3,322,205,45,59
MIR1302-5,0,0,0,0
RIPOR3-AS1,0,0,0,0
PARD6B,156,18,185,163
BCAS4,80,30,47,27
ADNP,1523,819,3422,3087
ADNP-AS1,16,9,2,1
DPM1,338,260,1535,1382
MOCS3,123,54,22,8
KCNG1,6,20,38,44
NFATC2,317,229,155,147
MIR3194,0,0,0,0
ATP9A,1215,438,1009,1076
SALL4,12,3,106,125
LINC01429,0,0,0,0
ZFP64,124,115,340,230
LINC01524,0,0,0,0
TSHZ2,394,300,901,812
LOC101927770,5,5,0,0
ZNF217,1567,860,1585,1483
SUMO1P1,0,2,2,0
BCAS1,2030,433,3322,3346
MIR4756,0,0,0,0
CYP24A1,2241,415,952,1026
PFDN4,221,105,267,194
DOK5,23,68,0,0
LINC01441,0,0,0,0
LINC01440,0,0,0,0
CBLN4,2,0,0,0
MC3R,0,0,0,0
FAM210B,1039,801,81,80
AURKA,96,48,414,415
CSTF1,306,187,205,220
CASS4,62,48,14,12
RTF2,771,746,609,632
GCNT7,2,1,117,86
FAM209A,0,0,1,12
FAM209B,0,3,2,11
LINC01716,0,0,0,0
TFAP2C,156,30,117,112
BMP7,289,138,39,64
BMP7-AS1,0,0,0,0
MIR4325,0,0,0,0
SPO11,0,0,0,0
RAE1,242,153,191,180
MTRNR2L3,0,0,4,4
RBM38,204,476,86,43
CTCFL,0,0,0,0
PCK1,0,2,2,2
ZBP1,132,118,40,57
PMEPA1,529,466,8,16
NA,0,0,0,0
C20orf85,0,0,0,0
ANKRD60,0,0,0,0
PPP4R1L,40,45,87,104
RAB22A,553,370,438,413
VAPB,669,384,2912,2839
APCDD1L,20,79,4,6
APCDD1L-DT,1,12,0,0
LINC01711,0,0,0,0
STX16-NPEPL1,1,1,29,21
STX16,755,490,169,171
NPEPL1,2,0,9,12
MIR296,0,0,0,0
MIR298,0,0,0,0
GNAS-AS1,0,0,0,0
GNAS,6684,7257,9749,9301
LOC101927932,2,0,0,0
NELFCD,608,349,617,684
CTSZ,2197,1783,313,332
TUBB1,12,13,103,107
SLMO2-ATP5E,0,0,0,0
ATP5F1E,30,26,93,85
PRELID3B,431,270,0,2
ZNF831,120,36,14,14
EDN3,0,5,0,0
PHACTR3,7,6,8,10
PHACTR3-AS1,0,2,0,0
SYCP2,50,14,183,146
FAM217B,301,118,88,65
PPP1R3D,70,43,2,0
CDH26,207,69,904,858
LINC02910,6,0,2,2
LOC729296,0,0,0,0
MIR646HG,2,0,2,0
MIR646,0,0,2,4
LOC101928048,0,0,0,0
MIR4533,0,0,0,2
MIR548AG2,0,0,0,0
LINC01718,0,0,0,0
CDH4,0,1,2,0
MIR1257,0,0,0,0
TAF4,29,12,81,96
LOC105372704,0,0,0,0
MIR3195,0,0,0,0
LSM14B,276,236,269,255
PSMA7,737,557,366,319
SS18L1,206,143,218,174
MTG2,165,152,76,110
HRH3,20,0,2,10
LOC105369209,0,0,6,4
OSBPL2,848,428,847,835
ADRM1,347,236,357,320
LAMA5,765,781,3417,3175
MIR4758,0,0,0,0
LAMA5-AS1,1,0,1,2
RPS21,595,326,193,148
CABLES2,68,79,50,39
RBBP8NL,24,7,38,32
GATA5,15,58,0,0
MIR1-1HG-AS1,11,104,0,0
MIR1-1HG,0,4,0,0
MIR1-1,0,0,0,0
MIR133A2,0,0,0,0
SLCO4A1,23,42,13,7
LOC101928465,65,36,0,0
SLCO4A1-AS1,0,0,0,0
NTSR1,0,2,0,0
LINC00659,0,0,0,0
MRGBP,135,112,35,51
OGFR-AS1,6,4,0,0
OGFR,175,157,653,638
COL9A3,20,2,8,17
TCFL5,117,102,137,97
DPH3P1,3,5,0,0
DIDO1,784,653,2008,1878
GID8,767,391,317,275
SLC17A9,147,170,18,21
BHLHE23,0,0,0,0
LINC01749,0,0,0,0
LINC00029,0,0,0,0
LINC01056,0,0,0,0
HAR1B,2,1,0,0
HAR1A,0,4,0,0
MIR124-3,0,0,0,0
YTHDF1,656,438,129,137
BIRC7,0,0,0,0
MIR3196,0,0,0,0
NKAIN4,0,0,0,0
FLJ16779,3,0,0,0
ARFGAP1,386,474,401,352
MIR4326,0,0,0,0
COL20A1,0,0,2,0
CHRNA4,0,0,0,4
LOC100130587,0,0,0,0
NA,0,0,0,0
KCNQ2,0,0,0,0
EEF1A2,134,2,69,110
PPDPF,199,143,344,343
PTK6,290,66,228,233
SRMS,26,7,4,4
FNDC11,11,5,16,4
HELZ2,256,182,266,297
GMEB2,145,97,29,38
STMN3,136,172,2,4
RTEL1-TNFRSF6B,0,0,0,0
RTEL1,2,2,0,0
TNFRSF6B,0,0,0,0
ARFRP1,159,121,186,174
ZGPAT,144,120,91,85
LIME1,25,37,14,17
SLC2A4RG,94,123,81,92
ZBTB46,59,98,4,4
ZBTB46-AS1,0,0,0,0
C20orf181,0,0,0,0
ABHD16B,2,0,14,22
TPD52L2,1066,1177,282,234
DNAJC5,921,537,569,507
MIR941-1,0,0,2,1
MIR941-2,0,0,0,0
MIR941-3,0,0,0,0
MIR941-4,0,0,0,0
MIR941-5,0,0,0,0
UCKL1,189,199,329,239
MIR1914,1,3,0,0
MIR647,0,0,0,0
UCKL1-AS1,12,0,2,1
ZNF512B,163,160,336,347
SAMD10,90,44,39,28
PRPF6,764,718,1694,1668
C20orf204,1,6,2,0
TCEA2,105,128,57,40
SOX18,21,23,48,45
RGS19,129,73,10,14
MIR6813,0,0,0,0
OPRL1,4,3,0,0
LKAAEAR1,0,0,0,0
NPBWR2,0,0,0,0
MYT1,0,0,0,0
PCMTD2,417,175,3,2
LINC00266-1,0,0,10,10
NA,0,0,0,0
LOC102723996,27,10,2,0
GATD3B,93,38,38,46
LOC102724159,153,87,47,47
LOC102724200,42,20,0,0
LOC102724219,0,0,0,0
LOC102724334,0,0,0,0
NA,0,0,0,0
CH507-42P11.6,0,0,0,0
SIK1B,72,380,108,12
NA,2,4,0,0
CBSL,24,2,10,25
U2AF1L5,53,7,13,27
CRYAA2,0,0,0,0
MIR8069-1,0,0,0,0
LOC102724843,4,3,0,0
LOC102724951,0,0,0,0
LOC102723360,0,2,0,0
SMIM11B,0,0,0,0
FAM243B,0,0,0,0
KCNE1B,0,0,0,0
MIR6724-1,0,0,0,0
MIR3648-1,0,0,0,0
NA,0,0,0,0
MIR6724-2,0,0,0,0
MIR6724-3,0,0,0,0
MIR6724-4,0,0,0,0
MIR3648-2,0,0,0,0
NA,0,0,0,0
CDRT15P9,0,0,0,4
TEKT4P2,35,10,27,31
LOC101927345,0,0,3,1
LINC01667,0,0,0,0
BAGE2,0,0,1,18
NA,0,0,0,0
TPTE,0,0,3,3
ANKRD30BP2,0,0,0,0
MIR3156-3,0,0,0,0
LINC01674,0,0,0,0
POTED,0,0,0,0
MIR3118-1,0,0,0,0
MIR8069-2,0,0,0,0
CYP4F29P,58,10,0,1
ANKRD20A11P,1,0,529,549
LIPI,1,5,7,22
RBM11,13,2,21,34
ABCC13,2,0,2,0
HSPA13,699,418,115,62
SAMSN1,424,302,175,169
SAMSN1-AS1,0,0,0,0
LOC388813,0,0,2,0
NRIP1,904,423,772,793
USP25,498,503,1166,1097
MIR99AHG,32,63,0,0
MIR99A,0,0,0,0
MIRLET7C,0,0,0,0
MIR125B2,0,0,0,0
LINC01549,0,0,0,0
TRG-GCC1-5,0,0,0,0
CXADR,1802,282,1340,1372
BTG3,206,198,209,201
C21orf91-OT1,1,0,0,0
C21orf91,567,243,64,78
CHODL,16,18,0,0
CHODL-AS1,0,0,0,0
TMPRSS15,0,0,0,0
MIR548XHG,0,0,0,0
MIR548X,0,0,0,0
LINC00320,0,0,0,0
NCAM2,12,22,0,0
LINC00317,0,0,0,0
LINC01425,0,0,0,0
LINC01687,0,0,0,0
LINC00308,0,0,0,0
MIR6130,0,0,0,0
D21S2088E,0,0,0,0
LINC01689,0,0,0,0
LINC01692,0,0,0,0
LINC00158,2,2,0,0
MIR155HG,27,17,1,1
MIR155,0,0,0,0
LINC00515,2,0,0,0
MRPL39,180,123,215,213
JAM2,217,522,35,34
ATP5PF,428,319,255,220
GABPA,734,532,355,343
APP,8026,7867,5333,5069
NA,0,0,0,0
CYYR1-AS1,0,0,2,0
CYYR1,289,461,28,34
ADAMTS1,989,4487,241,230
ADAMTS5,209,336,33,12
MIR4759,0,0,0,0
LINC00113,0,0,0,0
LINC00314,0,0,0,0
LINC01697,0,5,0,0
LINC01695,2,4,0,0
LINC00161,0,0,0,0
N6AMT1,63,37,38,57
LTN1,812,330,1359,1397
RWDD2B,200,171,70,48
USP16,698,502,1148,1154
CCT8,1564,1222,1149,1169
MAP3K7CL,101,59,119,130
LINC00189,2,3,0,0
BACH1,1343,807,924,910
BACH1-IT2,1,0,2,0
